ORIGINAL_WORD,GENTLE_GENERATED,START_TIME,END_TIME
moving,moving,527.41,527.77
so,so,527.77,528.0699999999999
two,two,528.39,528.59
jumping,jumping,528.59,528.89
jacks,jacks,528.89,529.3
plus,plus,529.4,529.7099999999999
from,from,530.76,530.79
the,the,531.51,531.62
center,center,531.62,531.96
do,do,532.5300000000001,532.61
your,your,532.61,532.71
jobs,jobs,532.71,532.95
here,here,534.63,535.11
so,so,535.62,535.95
you'll,you'll,536.03,536.17
notice,notice,536.17,536.4699999999999
I'm,i'm,536.469999,536.609999
doing,doing,536.61,536.97
my,my,537.69,537.9200000000001
first,first,537.96,538.3100000000001
lateral,lateral,538.32,538.62
jump,jump,538.619999,538.899999
on,on,538.9,539.05
a,a,539.049999,539.129999
different,different,539.129999,539.469999
side,side,539.48,539.82
each,each,539.82,539.95
time,time,539.949999,540.379999
you're,,,
going,,,
to,,,
want,want,540.75,540.86
to,to,540.86,540.9
do,do,540.9,541.03
the,the,541.03,541.15
same,same,541.15,541.54
so,so,549.94,550.0600000000001
if,if,550.059999,550.169999
I,i,550.17,550.24
jump,jump,550.24,550.52
last,last,550.75,551.09
here,here,551.09,551.45
you,you,552.59,552.83
jump,jump,552.83,553.26
right,right,553.259999,553.5699989999999
first,first,553.59,553.9100000000001
the,the,553.91,554.1
next,next,557.0400000000001,557.08
time,time,557.08,557.1700000000001
I'm,,,
going,,,
to,,,
get,get,565.71,565.87
more,more,565.87,566.25
comfortable,comfortable,566.25,566.8
sky,sky,566.809999,566.9799989999999
to,to,566.98,567.07
jump,jump,567.07,567.2600000000001
further,further,567.4,567.77
and,and,567.78,567.81
further,further,567.82,568.1500000000001
on,on,568.15,568.27
each,each,568.27,568.4
side,side,568.4,568.76
to,to,569.8,570.14
one,one,570.7,571.0500000000001
my,my,571.99,572.14
right,right,572.139999,572.559999
next,next,572.61,572.91
up,up,572.91,573.1
yeah,yeah,573.33,573.8000000000001
push,push,574.379999,574.649999
it,,,
up,up,574.65,574.86
Plus,plus,574.869999,575.149999
reach,reach,575.199999,575.569999
Oh,oh,575.940001,576.250001
drop,drop,576.95,577.1700000000001
down,down,577.17,577.37
your,your,577.37,577.5
match,match,578.43,578.46
is,is,578.46,578.48
about,,,
105,<unk>,582.47,582.72
seconds,seconds,582.75,583.1
left,left,583.1,583.53
here,here,585.94,586.08
we,we,586.08,586.1600000000001
got,got,586.16,586.3299999999999
us,us,586.3299999999999,586.3499999999999
up,up,586.4799999999999,586.7199999999999
do,,,
the,the,587.55,587.5999999999999
harder,harder,587.599999,587.819999
version,version,587.82,588.34
push,push,588.34,588.57
up,up,588.57,588.73
they,they,588.73,588.9300000000001
can,can,588.95,589.3100000000001
tap,tap,590.509999,590.769999
your,your,590.77,590.87
foot,foot,590.87,591.0600000000001
behind,behind,591.059999,591.389999
you,you,591.389999,591.409999
come,come,591.849999,591.999999
back,back,592.0,592.18
down,down,592.18,592.4899999999999
do,do,593.4599999999999,593.6199999999999
another,another,593.6199999999999,593.7599999999999
pushup,<unk>,594.1,594.11
turn,turn,595.4,595.64
the,the,595.63,595.72
other,other,595.72,595.87
way,way,595.87,596.0600000000001
so,so,596.34,596.7
not,not,597.76,597.97
only,only,597.97,598.2
are,are,598.2,598.23
you,you,598.23,598.3100000000001
getting,getting,598.31,598.55
all,all,598.58,598.85
all,all,598.85,599.09
the,the,599.26,599.2800000000001
benefits,benefits,599.2800000000001,599.57
of,of,599.61,599.75
the,the,599.92,600.02
push,push,600.02,600.24
ups,,,
there,,,
are,are,600.44,600.5100000000001
tons,tons,600.8800000000001,601.3900000000001
there's,there's,602.0000000000001,602.1600000000001
hardly,,,
any,,,
muscles,muscles,602.62,602.92
you're,you're,602.92,603.01
not,not,603.02,603.29
working,working,603.29,603.64
during,during,603.639999,603.879999
push,push,603.88,604.05
up,up,604.05,604.42
also,also,605.37,605.67
getting,getting,605.67,606.0
extra,extra,607.799999,608.139999
butt,butt,608.139999,608.389999
work,work,608.389999,608.829999
the,the,609.2799990000001,609.349999
extra,extra,609.349999,609.5199990000001
of,of,609.5199990000001,609.5599990000001
core,,,
work,work,609.82,610.1800000000001
because,because,610.73,610.94
of,of,610.940001,611.0200010000001
that,that,611.02,611.17
rotation,rotation,611.29,611.75
is,is,616.66,616.68
just,,,
a,a,616.68,616.7399999999999
few,few,616.74,616.96
minutes,minutes,616.96,617.2
away,away,617.2,617.46
from,from,617.46,617.69
one,one,617.69,617.8900000000001
great,great,617.89,618.18
five,five,625.99,626.28
seconds,seconds,626.5899999999999,626.85
all,all,632.38,632.4
right,right,632.4,632.6999999999999
jump,jump,633.3,633.49
back,back,633.5,633.72
up,up,635.78,635.8000000000001
those,those,635.97,636.25
lateral,lateral,636.46,636.7900000000001
jumps,jumps,636.79,637.12
plus,plus,637.16,637.37
jacks,jacks,637.37,637.69
always,always,639.66,639.98
remember,remember,639.98,640.34
make,make,641.25,641.48
that,that,641.48,641.51
the,the,641.8,641.88
rest,rest,641.88,642.16
as,as,642.16,642.3
hard,hard,642.3,642.53
as,as,642.53,642.6
you,you,642.599999,642.6899990000001
need,need,642.69,642.83
to,to,642.889999,643.179999
you,you,644.12,644.27
can,can,644.27,644.37
do,do,644.37,644.41
burpees,,,
if,,,
you,you,645.089999,645.1899990000001
want,want,645.19,645.4300000000001
be,be,646.32,646.5300000000001
my,my,646.529999,646.749999
guest,guest,647.879999,647.9399990000001
jumping,jumping,648.109999,648.469999
jacks,jacks,648.56,649.05
make,make,657.66,657.75
sure,sure,657.75,657.87
you're,you're,657.87,657.98
not,not,657.98,658.09
holding,holding,658.09,658.33
your,your,658.33,658.4300000000001
back,back,658.96,659.0600000000001
remember,remember,661.7,661.9200000000001
it's,it's,661.92,662.0799999999999
always,always,662.08,662.38
okay,okay,662.38,662.75
if,if,662.75,662.89
you're,you're,664.32,664.49
really,really,664.49,664.71
struggling,struggling,664.709999,665.1899990000001
take,take,665.389999,665.5699989999999
an,an,665.57,665.69
extra,extra,665.690001,665.9200010000001
break,break,666.060001,666.5200010000001
quick,quick,668.26,668.4399999999999
drink,drink,668.47,668.6700000000001
of,of,668.67,668.74
water,water,668.74,669.09
you,you,669.38,669.5
can,can,669.5,669.68
come,come,669.69,669.8000000000001
right,right,669.8,669.9699999999999
back,back,669.97,670.1600000000001
into,into,670.16,670.42
it,it,670.42,670.64
just,just,672.08,672.2900000000001
don't,don't,672.29,672.49
walk,walk,672.49,672.71
away,away,672.71,672.94
from,from,672.94,673.12
it,it,673.12,673.25
three,three,689.16,689.51
two,two,689.97,690.28
one,one,690.93,691.3
rest,rest,696.9599999999999,697.41
take,take,699.77,699.88
some,some,699.88,700.0
deep,deep,700.0,700.17
breaths,breaths,700.18,700.77
you,you,701.469999,701.569999
can,can,701.57,701.6800000000001
start,start,701.68,701.88
doing,doing,701.879999,702.099999
push,push,702.1,702.35
ups,ups,702.35,702.51
right,right,702.51,702.67
now,now,702.67,702.8399999999999
if,if,702.85,702.95
you,you,702.95,703.0400000000001
want,,,
to,to,703.13,703.1899999999999
take,take,703.199999,703.3899990000001
out,out,703.39,703.5699999999999
that,that,703.58,703.8100000000001
I'm,i'm,704.93,705.28
older,older,705.75,706.12
I,i,707.37,707.5
started,started,707.53,707.91
up,up,707.91,707.93
pushup,<unk>,707.9399999999999,707.9499999999999
keep,keep,717.849999,718.0499990000001
your,your,718.049999,718.2199989999999
core,core,718.26,718.62
pulled,pulled,718.619999,718.929999
in,in,718.93,719.1899999999999
try,try,720.279999,720.479999
to,to,720.48,720.61
keep,,,
your,your,720.629999,720.819999
spine,spine,720.82,721.4100000000001
aligned,aligned,721.42,721.7199999999999
move,move,723.08,723.2
back,back,723.23,723.44
left,left,723.59,723.83
about,about,729.49,729.6800000000001
half,half,729.83,729.99
way,way,729.99,730.3100000000001
got,,,
about,about,741.49,741.74
ten,ten,741.74,742.01
seconds,seconds,742.01,742.37
left,left,742.37,742.93
to,to,749.759999,750.289999
run,run,751.0,751.39
okay,okay,753.37,753.85
so,so,754.859999,755.239999
here's,here's,755.299999,755.5999989999999
your,your,755.6,755.73
water,water,755.73,755.98
break,break,755.98,756.36
keep,keep,756.369999,756.639999
your,your,756.639999,756.749999
feet,feet,756.75,756.95
moving,moving,758.0500000000001,758.12
don't,don't,758.12,758.1500000000001
go,go,758.1500000000001,758.21
away,away,758.21,758.24
too,too,758.5,758.57
far,far,758.57,758.8000000000001
and,and,758.8000000000001,758.83
start,start,759.13,759.34
right,right,761.08,761.1500000000001
back,,,
in,,,
in,,,
just,,,
a,,,
minute,,,
alright,,,
we're,we're,774.86,774.92
ready,ready,774.92,775.14
to,to,775.14,775.23
tackle,tackle,775.23,775.51
the,the,775.51,775.6
second,second,775.6,775.9300000000001
half,half,775.93,776.0999999999999
of,of,776.1,776.19
this,this,776.19,776.34
routine,routine,776.34,776.71
we're,we're,776.71,776.7800000000001
doing,doing,776.78,776.97
the,the,776.97,777.08
same,same,777.08,777.44
thing,thing,777.44,777.84
we're,we're,778.11,778.25
starting,starting,778.25,778.58
off,off,778.58,778.76
for,for,779.05,779.38
Swiss,swiss,779.39,779.72
foot,foot,779.72,780.02
jumps,jumps,780.03,780.43
plus,plus,780.57,780.83
a,a,780.83,780.89
squats,squats,780.89,781.31
okay,okay,781.32,781.5600000000001
go,go,781.74,781.7600000000001
ahead,ahead,781.7600000000001,781.8900000000001
get,get,781.8900000000001,781.9200000000001
your,your,781.9200000000001,781.96
feet,,,
moving,moving,782.36,782.67
we'll,we'll,783.57,783.6400000000001
be,be,783.639999,783.739999
doing,doing,783.74,784.19
some,some,784.45,784.88
fun,fun,786.02,786.3199999999999
cardio,cardio,786.32,786.6700000000001
here,here,786.74,786.98
so,so,786.98,787.37
one,one,787.38,787.86
two,two,788.02,788.43
three,three,788.52,788.9499999999999
four,four,788.969999,789.479999
drop,drop,789.67,789.9499999999999
down,down,789.95,790.1600000000001
first,first,790.17,790.36
drop,drop,793.27,793.52
in,in,793.52,793.59
the,the,793.59,793.6600000000001
middle,middle,793.66,793.92
one,one,793.94,794.0
two,two,794.0,794.02
so,so,794.02,794.04
try,try,794.04,794.3399999999999
to,to,794.34,794.5300000000001
leave,leave,794.53,794.88
a,a,794.95,795.0200000000001
different,different,795.02,795.41
foot,foot,795.41,795.74
each,each,796.18,796.4499999999999
time,time,796.45,796.9100000000001
so,so,805.0099990000001,805.0299990000001
make,make,806.66,806.8
sure,sure,806.799999,806.919999
you're,you're,806.92,807.0699999999999
sinking,sinking,807.07,807.4300000000001
down,down,807.429999,807.669999
keep,keep,807.69,807.83
your,your,807.83,807.96
back,back,807.969999,808.219999
flat,flat,808.26,808.63
for,for,808.629999,808.749999
that,that,808.75,808.96
squat,squat,808.959999,809.3099990000001
keep,keep,810.6,810.75
your,your,810.75,810.87
weight,weight,810.87,811.0600000000001
in,in,811.07,811.19
heels,heels,811.18,811.6099999999999
try,try,812.66,812.8399999999999
to,to,812.84,812.94
land,land,812.94,813.19
soft,soft,813.19,813.5600000000001
on,on,813.56,813.5799999999999
your,your,813.63,813.79
feet,feet,813.79,814.11
for,for,814.12,814.22
those,those,814.22,814.4200000000001
jumps,jumps,814.43,815.05
about,about,827.119999,827.319999
five,five,827.32,827.58
seconds,seconds,827.58,827.89
left,left,827.97,828.14
alright,alright,832.65,833.04
next,next,833.54,833.78
up,up,833.78,833.9499999999999
we,,,
have,,,
plank,plank,834.38,834.72
jack,jack,834.72,835.0400000000001
lifts,lifts,835.1800000000001,835.46
so,so,835.47,835.8600000000001
this,this,837.0200000000001,837.1500000000001
did,did,837.1500000000001,837.2700000000001
you,you,837.4300000000001,837.82
know,know,837.83,837.85
a,a,837.85,837.8600000000001
soft,soft,839.95,840.22
surface,surface,840.219999,840.6599990000001
but,but,840.679999,840.919999
actually,actually,841.29,841.6999999999999
I'm,i'm,842.34,842.45
using,using,842.45,842.82
my,my,842.82,842.94
feet,feet,843.349999,843.639999
so,so,843.679999,844.009999
your,your,845.709999,845.869999
toes,toes,845.869999,846.299999
otherwise,otherwise,847.429999,847.499999
you're,you're,847.67,847.91
here,here,847.91,848.3199999999999
take,take,848.59,848.71
your,your,848.71,848.83
leg,leg,848.83,849.0
up,up,849.06,849.28
as,as,849.34,849.44
high,high,849.44,849.61
as,as,849.62,849.66
you,you,849.66,849.74
can,can,849.74,850.08
he's,he's,850.37,850.58
the,the,850.66,850.79
other,other,850.82,851.09
leg,leg,851.09,851.33
up,up,851.33,851.45
as,as,851.45,851.5400000000001
high,high,851.54,851.7099999999999
as,as,851.71,851.7800000000001
you,you,851.78,851.85
can,can,851.85,852.23
no,no,852.36,852.65
three,three,853.29,853.38
jacks,jacks,853.52,853.8
repeat,repeat,855.139999,855.659999
this,this,855.95,856.09
time,time,856.09,856.32
leading,leading,856.32,856.5600000000001
with,with,856.559999,856.659999
the,,,
different,,,
leg,leg,857.02,857.42
squeeze,squeeze,858.11,858.39
those,,,
gluts,<unk>,858.61,859.1
try,try,860.46,860.7
to,to,860.7,860.82
pull,pull,860.82,861.0500000000001
in,in,861.049999,861.189999
your,your,861.19,861.35
core,core,861.349999,861.819999
again,again,863.549999,863.879999
you're,you're,863.879999,863.999999
working,working,864.0,864.28
your,your,864.279999,864.379999
entire,entire,864.38,864.93
letting,letting,864.98,865.1
this,this,880.01,880.14
five,five,886.7,887.2
to,to,890.3,890.68
one,one,891.179999,891.5799989999999
right,right,892.34,892.6600000000001
back,back,892.7,892.97
to,to,892.969999,893.109999
those,those,893.11,893.53
flutter,<unk>,893.57,893.82
kicks,kicks,893.82,894.19
or,or,894.66,894.77
those,those,894.77,895.0
switch,switch,895.0,895.21
foot,foot,895.21,895.38
jumps,jumps,895.38,895.64
with,with,895.9,895.9399999999999
the,the,895.94,896.0
spots,spots,896.0,896.33
remember,remember,899.549999,899.999999
make,make,900.24,900.46
that,that,900.45,900.6800000000001
the,the,900.73,900.87
rest,rest,900.87,901.11
as,as,901.11,901.25
hard,hard,901.25,901.41
as,as,901.41,901.53
you,you,901.53,901.5699999999999
need,need,901.57,901.83
you,you,901.84,902.11
three,three,904.26,904.71
two,two,905.32,905.6500000000001
one,one,906.16,906.48
here,,,
we,we,907.03,907.13
go,go,907.13,907.31
so,so,907.31,907.64
one,one,907.92,908.26
two,two,908.29,908.7199999999999
three,three,908.75,909.16
four,four,909.19,909.5500000000001
down,down,909.8000000000001,910.22
take,take,929.41,929.5799999999999
a,a,929.58,929.62
break,break,929.62,929.89
me,me,930.05,930.26
too,too,930.259999,930.659999
three,three,931.69,931.7600000000001
two,two,950.19,950.58
one,one,951.12,951.5
alright,alright,951.82,952.2900000000001
check,check,952.859999,953.099999
down,down,953.1,953.24
the,the,953.39,953.5
mat,mat,953.54,953.79
for,,,
doing,doing,954.09,954.27
those,those,954.27,954.47
plank,plank,954.47,954.71
jacks,jacks,954.719999,954.979999
again,again,954.98,955.29
so,so,956.33,956.5400000000001
do,do,956.55,956.78
it,,,
this,this,957.09,957.2800000000001
way,way,957.28,957.53
so,so,957.55,957.66
you,you,957.66,957.7199999999999
can,can,957.72,957.83
see,see,957.83,958.0400000000001
what,what,958.04,958.14
my,my,958.14,958.25
legs,legs,958.25,958.54
are,are,958.54,958.5899999999999
doing,doing,958.59,958.94
back,back,959.8900000000001,960.1
here,here,960.55,960.75
five,five,962.54,962.8499999999999
seconds,seconds,962.849999,963.1899990000001
left,left,963.19,963.9200000000001
here,here,966.96,967.1600000000001
we,we,967.16,967.26
go,go,967.259999,967.529999
two,two,968.11,968.34
jacks,jacks,968.34,968.58
lift,lift,1002.870001,1002.990001
next,next,1014.53,1014.75
up,up,1014.75,1014.88
we're,we're,1014.88,1014.92
doing,doing,1014.92,1015.13
a,a,1015.13,1015.22
lunge,lunge,1015.22,1015.71
plus,plus,1016.25,1016.49
a,a,1016.49,1016.54
bow,bow,1016.54,1016.92
ten,ten,1018.809999,1018.9899989999999
seconds,seconds,1018.99,1019.29
rest,rest,1019.29,1019.52
here,here,1019.61,1019.75
down,down,1028.74,1028.91
top,top,1029.27,1029.69
here,here,1030.04,1030.51
up,up,1030.83,1031.1299999999999
back,back,1031.9099999999999,1031.9399999999998
up,up,1032.11,1032.32
switch,switch,1032.32,1032.55
feet,feet,1032.55,1032.93
down,down,1034.0700000000002,1034.51
over,over,1050.17,1050.47
halfway,halfway,1050.4699990000001,1050.9699990000001
right,right,1050.9699990000001,1051.109999
here,here,1051.1100000000001,1051.46
seven,seven,1062.1099980000001,1062.3799980000001
seconds,seconds,1062.379999,1062.799999
two,two,1070.42,1070.8400000000001
one,one,1071.63,1072.0700000000002
all,all,1072.5,1072.58
right,right,1072.58,1072.8999999999999
drop,drop,1073.36,1073.57
down,down,1073.57,1073.74
to,,,
the,the,1073.8,1073.8899999999999
floor,floor,1073.889999,1074.229999
you'll,you'll,1074.719999,1074.849999
be,be,1074.849999,1074.929999
doing,doing,1074.929999,1075.189999
side,side,1075.19,1075.53
hip,hip,1075.559999,1075.799999
raises,raises,1075.799999,1076.2499990000001
so,so,1076.25,1076.46
I'm,i'm,1076.46,1076.5900000000001
going,going,1076.589999,1076.629999
to,to,1076.63,1076.71
start,start,1076.71,1077.0
out,out,1077.0,1077.29
on,on,1077.46,1077.6000000000001
my,my,1077.599999,1077.7499990000001
right,right,1077.75,1078.0
side,side,1078.0,1078.46
the,the,1079.82,1079.9299999999998
next,next,1079.93,1080.15
roll,roll,1080.4,1080.69
on,on,1080.690001,1080.920001
my,my,1080.92,1081.0900000000001
left,left,1081.09,1081.4099999999999
so,so,1081.439999,1081.609999
whichever,whichever,1081.6,1081.9099999999999
way,way,1081.91,1082.0400000000002
you,you,1082.04,1082.09
do,do,1082.09,1082.29
it,it,1082.29,1082.4099999999999
remember,remember,1082.42,1082.8400000000001
so,so,1082.84,1082.97
you,you,1082.97,1083.03
don't,don't,1083.03,1083.2
end,end,1083.22,1083.39
up,up,1083.39,1083.5200000000002
ignoring,ignoring,1083.52,1083.98
on,on,1083.98,1084.0
your,your,1084.15,1084.23
side,side,1084.23,1084.68
two,two,1085.44,1085.84
one,one,1086.25,1086.78
here,here,1087.39,1087.5700000000002
we,we,1087.57,1087.6599999999999
go,go,1087.66,1087.8600000000001
all,all,1088.0200000000002,1088.0600000000002
right,right,1088.0600000000002,1088.2700000000002
so,so,1088.2800000000002,1088.5000000000002
up,up,1088.5300000000002,1089.0300000000002
it's,,,
rising,,,
up,up,1090.26,1090.44
three,three,1090.44,1090.6200000000001
we,we,1090.62,1090.7399999999998
hit,hit,1090.8899999999999,1091.0099999999998
do,do,1091.4599999999998,1091.4799999999998
you,you,1091.4799999999998,1091.4999999999998
want,want,1092.58,1092.6999999999998
to,to,1092.7,1092.72
make,make,1092.73,1092.92
this,this,1092.92,1093.1000000000001
harder,harder,1093.099999,1093.509999
you,you,1093.9,1094.0900000000001
can,can,1094.099999,1094.279999
go,go,1094.28,1094.6299999999999
on,on,1095.349999,1095.509999
your,your,1095.509999,1095.629999
toes,toes,1095.63,1096.0
just,just,1096.67,1096.71
like,like,1097.24,1097.42
this,this,1101.07,1101.1
otherwise,otherwise,1101.1,1101.57
stand,stand,1101.88,1102.18
on,on,1102.18,1102.2
your,your,1102.3300000000002,1102.3600000000001
knees,knees,1102.3600000000001,1102.68
just,just,1102.7,1103.03
crunch,crunch,1106.21,1106.51
upwards,upwards,1106.56,1107.24
try,try,1110.49,1110.52
to,to,1110.69,1110.73
keep,keep,1110.73,1110.96
this,this,1110.96,1111.16
elbow,elbow,1111.219999,1111.5499989999998
joint,joint,1111.549999,1111.889999
right,right,1111.9,1112.2800000000002
underneath,underneath,1112.28,1112.6399999999999
your,your,1112.639999,1112.729999
shoulder,shoulder,1112.73,1113.56
turn,turn,1114.25,1114.41
that,that,1114.41,1114.53
this,this,1114.529999,1114.6599990000002
slide,slide,1114.66,1115.21
she,she,1118.28,1118.48
feeling,feeling,1118.5,1118.64
this,this,1118.81,1119.04
in,in,1119.05,1119.3
this,this,1119.3,1119.58
hip,hip,1119.58,1120.06
when,when,1120.71,1120.8500000000001
this,this,1120.85,1120.9699999999998
outside,outside,1121.02,1121.42
thigh,thigh,1121.42,1121.8600000000001
as,as,1122.01,1122.18
long,long,1122.18,1122.46
as,as,1122.47,1122.49
this,this,1122.5,1122.77
thigh,thigh,1122.77,1123.2
and,and,1123.55,1123.83
of,of,1123.83,1123.96
course,course,1123.96,1124.19
your,your,1125.11,1125.1399999999999
knees,knees,1125.139999,1125.679999
about,about,1127.05,1127.3
five,five,1127.3,1127.6299999999999
seconds,seconds,1127.63,1127.99
left,left,1127.99,1128.34
all,all,1133.2099999999998,1133.23
right,right,1133.33,1133.36
jump,jump,1133.609999,1133.859999
up,up,1133.9,1134.1200000000001
can,can,1135.189999,1135.339999
you,you,1135.34,1135.4399999999998
do,do,1135.44,1135.64
those,those,1135.64,1136.0700000000002
weird,weird,1136.41,1136.8500000000001
bows,bows,1136.86,1137.1599999999999
again,again,1137.16,1137.5500000000002
there's,there's,1137.97,1138.16
one's,one's,1138.16,1138.43
about,about,1138.44,1138.77
alright,alright,1142.21,1142.31
so,so,1146.759999,1147.009999
hands,hands,1147.009999,1147.339999
over,over,1147.34,1147.49
head,head,1147.49,1147.64
lunge,lunge,1148.509999,1148.769999
forward,forward,1148.77,1149.24
I'm,i'm,1149.799999,1149.9699990000001
down,down,1149.969999,1150.3299989999998
to,,,
the,the,1150.34,1150.4299999999998
floor,floor,1150.6,1151.04
come,come,1151.51,1151.7
back,back,1151.699999,1151.879999
up,up,1151.92,1152.21
start,start,1153.13,1153.4
it,it,1153.4,1153.5600000000002
over,over,1153.56,1153.78
on,on,1153.78,1153.87
the,the,1153.87,1153.9599999999998
other,other,1153.96,1154.14
side,side,1154.2800000000002,1154.5300000000002
about,about,1181.59,1181.76
ten,ten,1181.759999,1182.029999
seconds,seconds,1182.03,1182.3899999999999
left,left,1182.4899999999998,1182.62
all,all,1182.62,1182.6399999999999
right,right,1192.5699989999998,1192.8599989999998
so,so,1193.03,1193.35
remember,remember,1193.36,1193.74
which,which,1193.74,1193.94
side,side,1193.94,1194.18
you're,you're,1194.18,1194.3100000000002
on,on,1194.31,1194.48
last,last,1194.48,1194.74
time,time,1194.74,1195.04
go,go,1196.01,1196.11
ahead,ahead,1196.11,1196.1799999999998
and,and,1196.179999,1196.249999
lay,lay,1196.26,1196.42
down,down,1196.42,1196.64
on,,,
the,the,1196.65,1196.76
opposite,opposite,1196.78,1197.16
side,side,1197.16,1197.5
doing,doing,1198.91,1199.14
those,those,1199.139999,1199.329999
hip,hip,1199.33,1199.56
raises,raises,1199.559999,1199.909999
again,again,1199.91,1200.22
and,and,1202.58,1202.6599999999999
then,then,1202.66,1202.78
after,after,1202.79,1202.99
this,this,1202.99,1203.15
thing,thing,1203.15,1203.3200000000002
we,we,1203.32,1203.34
have,have,1203.36,1203.6399999999999
one,one,1204.129999,1204.389999
more,more,1204.389999,1204.609999
group,group,1204.629999,1204.889999
left,left,1204.889999,1205.079999
before,before,1205.08,1205.46
I,i,1205.469999,1205.479999
pull,pull,1205.48,1205.66
down,down,1205.66,1205.8200000000002
you,you,1207.6200000000001,1207.8100000000002
go,go,1207.93,1208.0400000000002
up,up,1209.7600000000002,1210.14
I,i,1211.4800000000002,1211.4900000000002
keep,keep,1211.66,1211.8100000000002
it,it,1211.81,1211.9099999999999
nice,nice,1211.91,1212.1000000000001
and,and,1212.1,1212.1499999999999
steady,,,
never,,,
really,really,1212.86,1213.12
rest,rest,1213.12,1213.4899999999998
on,on,1213.5,1213.65
the,the,1213.65,1213.72
ground,ground,1213.72,1213.97
you're,you're,1213.97,1214.06
only,only,1214.059999,1214.319999
hovering,hovering,1214.32,1214.75
here,here,1214.75,1214.95
so,,,
your,your,1215.15,1215.3100000000002
muscles,muscles,1215.32,1215.6799999999998
stay,stay,1215.69,1215.88
contracted,,,
the,the,1216.32,1216.4199999999998
entire,entire,1216.42,1216.8100000000002
time,time,1224.9600000000003,1224.9900000000002
that's,that's,1231.47,1231.71
halfway,halfway,1231.71,1232.25
10,<unk>,1237.52,1237.7
seconds,seconds,1242.95,1243.28
left,left,1243.28,1243.51
3,<unk>,1249.83,1250.21
2,,,
1,,,
right,right,1252.46,1252.78
next,next,1252.79,1253.06
up,up,1253.059999,1253.2299990000001
we're,we're,1253.23,1253.29
doing,doing,1253.29,1253.47
the,the,1254.31,1254.33
supine,<unk>,1254.799999,1254.809999
plank,plank,1254.82,1255.24
reach,reach,1255.24,1255.68
so,so,1255.69,1256.01
this,this,1256.839999,1256.959999
one's,one's,1256.96,1257.13
kind,kind,1257.13,1257.2600000000002
of,of,1257.259999,1257.349999
fun,fun,1257.349999,1257.639999
we're,we're,1257.679999,1257.819999
gonna,gonna,1257.82,1257.9299999999998
start,start,1257.929999,1258.189999
on,on,1258.190001,1258.3100009999998
one,one,1258.309999,1258.4999990000001
side,side,1258.5,1258.77
I'm,i'm,1258.789999,1258.889999
going,,,
to,,,
start,start,1259.01,1259.3799999999999
with,with,1259.379999,1259.519999
this,this,1259.52,1259.74
leg,leg,1259.74,1259.93
straighten,straighten,1259.93,1260.29
out,out,1260.289999,1260.569999
so,so,1261.03,1261.43
the,the,1261.64,1261.7700000000002
resting,resting,1261.77,1262.15
point,point,1262.15,1262.3100000000002
of,of,1262.31,1262.34
this,this,1262.34,1262.48
motion,motion,1262.48,1262.92
is,is,1263.3,1263.46
tucking,tucking,1263.46,1263.74
your,your,1263.74,1263.86
hand,hand,1263.86,1264.1
in,in,1264.1,1264.23
right,right,1264.23,1264.39
here,here,1264.39,1264.63
and,and,1265.05,1265.1599999999999
then,then,1265.16,1265.23
we're,we're,1265.23,1265.32
gonna,gonna,1265.32,1265.48
press,press,1265.48,1265.74
up,up,1265.81,1266.08
so,so,1266.08,1266.26
we,we,1266.26,1266.37
get,get,1266.37,1266.59
a,a,1267.03,1267.12
lot,lot,1267.12,1267.26
of,of,1267.26,1267.42
glute,<unk>,1267.42,1267.7
work,work,1267.72,1268.01
on,on,1268.01,1268.16
each,each,1268.16,1268.3400000000001
side,side,1268.34,1268.8799999999999
stretch,stretch,1269.599999,1270.179999
before,before,1270.219999,1270.469999
you,you,1270.469999,1270.5299989999999
tuck,tuck,1270.53,1270.72
that,that,1270.719999,1270.889999
down,down,1270.889999,1271.229999
again,again,1271.24,1271.51
you're,you're,1271.509999,1271.629999
not,not,1271.63,1271.7900000000002
resting,resting,1271.79,1272.17
here,here,1272.17,1272.3700000000001
you'll,you'll,1272.37,1272.4899999999998
be,be,1272.49,1272.51
hovering,hovering,1272.639999,1273.149999
before,before,1273.74,1273.96
you,you,1273.96,1274.02
push,push,1274.02,1274.2
back,back,1274.2,1275.13
up,up,1275.8100000000002,1275.8300000000002
so,so,1275.8300000000002,1275.8500000000001
you,you,1276.709999,1276.839999
should,should,1276.84,1276.9599999999998
feel,feel,1276.959999,1277.149999
it,it,1277.15,1277.2
in,,,
your,your,1277.299999,1277.4399990000002
thighs,thighs,1277.440001,1278.0400009999998
your,your,1278.07,1278.22
upper,upper,1278.24,1278.49
body,body,1278.49,1279.0
your,your,1279.51,1279.68
glutes,<unk>,1279.77,1280.3200000000002
and,and,1280.43,1280.54
your,your,1280.71,1280.82
lower,lower,1280.82,1281.04
back,back,1281.04,1281.3799999999999
try,try,1288.94,1289.15
to,to,1289.15,1289.22
use,use,1289.219999,1289.5199989999999
really,really,1289.52,1289.87
smooth,smooth,1289.88,1290.3100000000002
movements,movements,1290.32,1291.09
about,about,1298.52,1298.6599999999999
15,<unk>,1298.6699999999998,1299.07
second,second,1299.07,1299.3899999999999
flush,flush,1299.3899999999999,1299.72
right,right,1312.959999,1313.3299989999998
next,next,1314.119999,1314.379999
up,up,1314.379999,1314.559999
